,Category,JD_Link,Job_title,Job_title_sub,Experience_level,Salary,Location,Job_desc_raw,Job Function:,Industry:,Specialization:,Role:,Qualification:,Employment Type:,Vacancies:,Hiring Location:
450,Electrical Engineering,https://www.timesjobs.com/job-detail/rolling-stock-control-team-lead-alstom-projects-india-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-52sSHJkt1FFzpSvf__PLUS__uAgZw==&source=srp,Rolling stock Control team lead,Alstom Projects India Ltd.,card_travel 1 to 2 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Purpose of the jobPerform control engineering activities for one or several functions from architecture to detailed specification, interface and Pure Principle Scheme or Logical Diagram LD3.Organisation Reporting Hierarchical : Hierarchical : TC&IS System & Command Leader Functional : Train Control engineer (TCE)Network & LinksTCMS or TSE System Engineer (SE )TC&IS project teamSchematic & Apparatus teamRAMS, SLI, QualityCertification & ValidationPerformance Measurement/KPIs Quality of his delivery (included sub-contractor delivery) : Functional Change Request defects number raised < 75 PERCENT  x (Functional Change Request number raised on previous project) Respect of the delivery planning () : 100 PERCENT  on time delivery Level of application of standard Methodologies and Processes : 100 PERCENT  Closure of open points or escalation : 10 open days maximumResponsibilities Implement the development practices and rules as defined in the Train Control support plans (SyMDP, SyQP, SCMP, SyVP). For its function formulating a Low voltage and SW control design solution that fulfils the specified customer Deliver all TC & IS Engineering outputs including Functional Design Description FDD with man machine interfaces, Electrical Schemes and Electrical Products definition (with the support of Electrical Lead Engineer), in compliance with the Engineering Quality Cost Delay commitments. Deliver Interface Control Document (ICD) for sub system participating in its function Treatment of Change Request (CR) related to its function. Ensuring standardization and maximize the carry over or reference function with previous project Provide support for Supplier interface test or TC&IS verification tests on PC or TCMS Test Bench Provide support during train integration, upon request. Provide support during train validation, upon request. Contribute to the return of experiences on his/her domain (Software, Schematic, Apparatus)Knowledge & Experience English language Rolling stock functional engineer experiences on its functions Experience in electrical and schematic design activity Experience in electrical or electro-mechanical or automation (Programmable Logic Controller) engineering with minimum of 1-2 years experience. Hands-on experience in design & development in developing in IEC61131-3 software or using model based development tools like Matlab / Simulink, Control Build etc Knowledge of network topologies and interfaces for Serial, Ethernet, MVB and other industrial communication network. Communication abilitiesTeam size Not ApplicableInnovationUse the return of experience of TCMS design item related to its function
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Projects/Infrastructure/Power/Energy, Petroleum/Oil and Gas/Power",Electrical/Electronic,,Any Graduate,Full Time,,
451,Electrical Engineering,https://www.timesjobs.com/job-detail/rolling-stock-control-team-lead-alstom-projects-india-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-9V8rfJBi3pdzpSvf__PLUS__uAgZw==&source=srp,Rolling Stock Control team lead,Alstom Projects India Ltd.,card_travel 1 to 2 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Purpose of the jobPerform control engineering activities for one or several functions from architecture to detailed specification, interface and Pure Principle Scheme or Logical Diagram LD3.Organisation Reporting Hierarchical : Hierarchical : TC&IS System & Command Leader Functional : Train Control engineer (TCE)Network & LinksTCMS or TSE System Engineer (SE )TC&IS project teamSchematic & Apparatus teamRAMS, SLI, QualityCertification & ValidationPerformance Measurement/KPIs Quality of his delivery (included sub-contractor delivery) : Functional Change Request defects number raised < 75 PERCENT  x (Functional Change Request number raised on previous project) Respect of the delivery planning () : 100 PERCENT  on time delivery Level of application of standard Methodologies and Processes : 100 PERCENT  Closure of open points or escalation : 10 open days maximumResponsibilities Implement the development practices and rules as defined in the Train Control support plans (SyMDP, SyQP, SCMP, SyVP). For its function formulating a Low voltage and SW control design solution that fulfils the specified customer Deliver all TC & IS Engineering outputs including Functional Design Description FDD with man machine interfaces, Electrical Schemes and Electrical Products definition (with the support of Electrical Lead Engineer), in compliance with the Engineering Quality Cost Delay commitments. Deliver Interface Control Document (ICD) for sub system participating in its function Treatment of Change Request (CR) related to its function. Ensuring standardization and maximize the carry over or reference function with previous project Provide support for Supplier interface test or TC&IS verification tests on PC or TCMS Test Bench Provide support during train integration, upon request. Provide support during train validation, upon request. Contribute to the return of experiences on his/her domain (Software, Schematic, Apparatus)Knowledge & Experience English language Rolling stock functional engineer experiences on its functions Experience in electrical and schematic design activity Experience in electrical or electro-mechanical or automation (Programmable Logic Controller) engineering with minimum of 1-2 years experience. Hands-on experience in design & development in developing in IEC61131-3 software or using model based development tools like Matlab / Simulink, Control Build etc Knowledge of network topologies and interfaces for Serial, Ethernet, MVB and other industrial communication network. Communication abilitiesTeam size Not ApplicableInnovationUse the return of experience of TCMS design item related to its function
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Projects/Infrastructure/Power/Energy, Petroleum/Oil and Gas/Power",Electrical/Electronic,,Any Graduate,Full Time,,
452,Electrical Engineering,https://www.timesjobs.com/job-detail/control-engineer-alstom-projects-india-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-O2XZdu7sRLVzpSvf__PLUS__uAgZw==&source=srp,Control Engineer,Alstom Projects India Ltd.,card_travel 1 to 2 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Purpose of the jobPerform control engineering activities for one or several functions from architecture to detailed specification, interface and Pure Principle Scheme or Logical Diagram LD3.Organisation Reporting Hierarchical : Hierarchical : TC&IS System & Command Leader Functional : Train Control engineer (TCE)Network & LinksTCMS or TSE System Engineer (SE )TC&IS project teamSchematic & Apparatus teamRAMS, SLI, QualityCertification & ValidationPerformance Measurement/KPIs Quality of his delivery (included sub-contractor delivery) : Functional Change Request defects number raised < 75 PERCENT  x (Functional Change Request number raised on previous project) Respect of the delivery planning () : 100 PERCENT  on time delivery Level of application of standard Methodologies and Processes : 100 PERCENT  Closure of open points or escalation : 10 open days maximumResponsibilities Implement the development practices and rules as defined in the Train Control support plans (SyMDP, SyQP, SCMP, SyVP). For its function formulating a Low voltage and SW control design solution that fulfils the specified customer Deliver all TC & IS Engineering outputs including Functional Design Description FDD with man machine interfaces, Electrical Schemes and Electrical Products definition (with the support of Electrical Lead Engineer), in compliance with the Engineering Quality Cost Delay commitments. Deliver Interface Control Document (ICD) for sub system participating in its function Treatment of Change Request (CR) related to its function. Ensuring standardization and maximize the carry over or reference function with previous project Provide support for Supplier interface test or TC&IS verification tests on PC or TCMS Test Bench Provide support during train integration, upon request. Provide support during train validation, upon request. Contribute to the return of experiences on his/her domain (Software, Schematic, Apparatus)Knowledge & Experience English language Rolling stock functional engineer experiences on its functions Experience in electrical and schematic design activity Experience in electrical or electro-mechanical or automation (Programmable Logic Controller) engineering with minimum of 1-2 years experience. Hands-on experience in design & development in developing in IEC61131-3 software or using model based development tools like Matlab / Simulink, Control Build etc Knowledge of network topologies and interfaces for Serial, Ethernet, MVB and other industrial communication network. Communication abilitiesTeam size Not ApplicableInnovationUse the return of experience of TCMS design item related to its function
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Projects/Infrastructure/Power/Energy, Petroleum/Oil and Gas/Power",Electrical/Electronic,,Any Graduate,Full Time,,
453,Electrical Engineering,https://www.timesjobs.com/job-detail/control-engineer-alstom-projects-india-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-X9J2__PLUS__s8vmO5zpSvf__PLUS__uAgZw==&source=srp,Control Engineer,Alstom Projects India Ltd.,card_travel 1 to 2 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Purpose of the jobPerform control engineering activities for one or several functions from architecture to detailed specification, interface and Pure Principle Scheme or Logical Diagram LD3.Organisation Reporting Hierarchical : Hierarchical : TC&IS System & Command Leader Functional : Train Control engineer (TCE)Network & LinksTCMS or TSE System Engineer (SE )TC&IS project teamSchematic & Apparatus teamRAMS, SLI, QualityCertification & ValidationPerformance Measurement/KPIs Quality of his delivery (included sub-contractor delivery) : Functional Change Request defects number raised < 75 PERCENT  x (Functional Change Request number raised on previous project) Respect of the delivery planning () : 100 PERCENT  on time delivery Level of application of standard Methodologies and Processes : 100 PERCENT  Closure of open points or escalation : 10 open days maximumResponsibilities Implement the development practices and rules as defined in the Train Control support plans (SyMDP, SyQP, SCMP, SyVP). For its function formulating a Low voltage and SW control design solution that fulfils the specified customer Deliver all TC & IS Engineering outputs including Functional Design Description FDD with man machine interfaces, Electrical Schemes and Electrical Products definition (with the support of Electrical Lead Engineer), in compliance with the Engineering Quality Cost Delay commitments. Deliver Interface Control Document (ICD) for sub system participating in its function Treatment of Change Request (CR) related to its function. Ensuring standardization and maximize the carry over or reference function with previous project Provide support for Supplier interface test or TC&IS verification tests on PC or TCMS Test Bench Provide support during train integration, upon request. Provide support during train validation, upon request. Contribute to the return of experiences on his/her domain (Software, Schematic, Apparatus)Knowledge & Experience English language Rolling stock functional engineer experiences on its functions Experience in electrical and schematic design activity Experience in electrical or electro-mechanical or automation (Programmable Logic Controller) engineering with minimum of 1-2 years experience. Hands-on experience in design & development in developing in IEC61131-3 software or using model based development tools like Matlab / Simulink, Control Build etc Knowledge of network topologies and interfaces for Serial, Ethernet, MVB and other industrial communication network. Communication abilitiesTeam size Not ApplicableInnovationUse the return of experience of TCMS design item related to its function
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Projects/Infrastructure/Power/Energy, Petroleum/Oil and Gas/Power",Electrical/Electronic,,Any Graduate,Full Time,,
454,Electrical Engineering,https://www.timesjobs.com/job-detail/rolling-stock-control-engineer-alstom-projects-india-ltd-hyderabad-secunderabad-1-to-2-yrs-jobid-uR0BomFNzlJzpSvf__PLUS__uAgZw==&source=srp,Rolling Stock Control Engineer,Alstom Projects India Ltd.,card_travel 1 to 2 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Leading societies to a low carbon future, Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation. Our product portfolio ranges from high-speed trains, metros, monorail, and trams to integrated systems, customised services, infrastructure, signalling and digital mobility solutions. Joining us means joining a caring, responsible, and innovative company where more than 70,000 people lead the way to greener and smarter mobility, worldwidePurpose of the jobPerform control engineering activities for one or several functions from architecture to detailed specification, interface and Pure Principle Scheme or Logical Diagram LD3.Organisation Reporting Hierarchical : Hierarchical : TC&IS System & Command Leader Functional : Train Control engineer (TCE)Network & LinksTCMS or TSE System Engineer (SE )TC&IS project teamSchematic & Apparatus teamRAMS, SLI, QualityCertification & ValidationPerformance Measurement/KPIs Quality of his delivery (included sub-contractor delivery) : Functional Change Request defects number raised < 75 PERCENT  x (Functional Change Request number raised on previous project) Respect of the delivery planning () : 100 PERCENT  on time delivery Level of application of standard Methodologies and Processes : 100 PERCENT  Closure of open points or escalation : 10 open days maximumResponsibilities Implement the development practices and rules as defined in the Train Control support plans (SyMDP, SyQP, SCMP, SyVP). For its function formulating a Low voltage and SW control design solution that fulfils the specified customer Deliver all TC & IS Engineering outputs including Functional Design Description FDD with man machine interfaces, Electrical Schemes and Electrical Products definition (with the support of Electrical Lead Engineer), in compliance with the Engineering Quality Cost Delay commitments. Deliver Interface Control Document (ICD) for sub system participating in its function Treatment of Change Request (CR) related to its function. Ensuring standardization and maximize the carry over or reference function with previous project Provide support for Supplier interface test or TC&IS verification tests on PC or TCMS Test Bench Provide support during train integration, upon request. Provide support during train validation, upon request. Contribute to the return of experiences on his/her domain (Software, Schematic, Apparatus)Knowledge & Experience English language Rolling stock functional engineer experiences on its functions Experience in electrical and schematic design activity Experience in electrical or electro-mechanical or automation (Programmable Logic Controller) engineering with minimum of 1-2 years experience. Hands-on experience in design & development in developing in IEC61131-3 software or using model based development tools like Matlab / Simulink, Control Build etc Knowledge of network topologies and interfaces for Serial, Ethernet, MVB and other industrial communication network. Communication abilities
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Projects/Infrastructure/Power/Energy, Petroleum/Oil and Gas/Power",Electrical/Electronic,,Any Graduate,Full Time,,
455,Electrical Engineering,https://www.timesjobs.com/job-detail/project-design-electrical-engineer-amazon-india-pvt-ltd-hyderabad-secunderabad-0-to-3-yrs-jobid-Lu__PLUS__0ZR5y3vFzpSvf__PLUS__uAgZw==&source=srp,Project Design Electrical Engineer,AMAZON INDIA PVT LTD,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        DESCRIPTION As an Amazon Fleet Remediation Project Design Engineer in Amazon Data Services India Private Limited (ADSIPL), you will lead design projects in operational data centers in India, that remediate issues, upgrade our existing infrastructure or add new services. You will be the 'go to' engineering resource for these projects in India and will provide lifecycle support from design through implementation. You will use your electrical expertise to: Own the design for existing India data center upgrades and design-solutions which add data center infrastructure, capacity, improve availability, and/or increase sustainability. Prepare/review short circuit coordination studies and maintain the software models to match as-built site conditions. Perform design and equipment submittal review for Data Centers in India. Interface with internal and external data center design engineering team, server hardware team, environmental health and safety team, field engineering, and controls engineering to promote standards that maintain consistency and reliability in services delivered. Work on concurrent projects in India Act as a technical subject matter expert across critical infrastructure remediation projects in Amazon owned/leased/Colo Data Centers across India. Support construction, commissioning, operations, and turnover.Amazon's vision is to be the world's most customer-centric company, and this role is key to that vision. As a Fleet Remediation Project Design Electrical Engineer, you will be leading projects in our data centers to meet ever-evolving customer needs as we continue expanding our fleet to hyper-scale. As an ideal candidate you: Possess Strong Engineering Judgement and are able to provide design and recommendations despite uncertainty. Are detail and data oriented with familiarity in design process and implementation of your design in compliance with local/international codes. Have experience managing engineering projects and engineering consultants. Build trust and relationships with different stakeholders (e.g., Operations, Commissioning, Construction and Design) Manage design and as built drawings and documents Prepare and present progress reports to all relevant stakeholders Be inclined to get into the field to see things up close and travel 25 PERCENT Each day you will interact with different teams responsible for all aspects of the data centers in India. You will prioritize your activities to support data center safety, remediation projects, capacity, and availability, focusing on the actions that are most impactful. You will have the opportunity to work on projects locally in India.We have an immediate opening for a Fleet Remediation Project Design Electrical Engineer in India. If you meet these qualifications, exude passion, and enjoy the challenge of innovative projects at hyper-scale, this job is for you!Our team is dedicated to supporting new team members. Our team has a broad mix of experience levels and Amazon tenures, and were building an environment that celebrates knowledge sharing and mentorship.Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and we host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazons culture of inclusion is reinforced within our 16 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.Our team also puts a high value on work-life balance. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here, which is why we arent focused on how many hours you spend at work or online. Instead, were happy to offer a flexible schedule so you can have a more productive and well-balanced lifeboth in and outside of work.BASIC QUALIFICATIONS  Bachelors Degree in Electrical Engineering or equivalent experience. 6  cumulative years of design experience with industrial or commercial engineering in Mission Critical facilities including but not limited to: data centers, power generation, oil / gas facilities. (Experienced Engineer)Knowledge of building codes and regulations for your region. Experience reading, interpreting, and creating construction drawings, specifications, and submittal documents. Ability to carry design concepts through exploration, development, and into deployment/mass productionPossess excellent communication and writing skills, attention to detail, maintain high quality standards Basic understanding of both mechanical and electrical equipment/design related to data center electrical and mechanical topologyPREFERRED QUALIFICATIONS  Ability to work cross-functionally to solve problems. Organized and have the ability to set priorities and meet deadlines and budget Possess leadership and problem-solving skills Experience using a variety of web based and other software tools for calculation and data processing. Direct experience with the design, construction, operation, or maintenance of mission critical facilities, especially data centers. Experience as resident design engineer or hands-on (in the field) design consultant. EPMS/SCADA/BMS Controls system experience (software and/or hardware) Advanced degree in engineering, business, or related field. Have fluent knowledge of continuous operating redundant electrical systems, cooling systems, air flow containment and building management systems Meets/exceeds Amazons leadership principles requirements for this role Meets/exceeds Amazons functional/technical depth and complexity for this role
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Consumer Durables/FMCG, Warehousing",Electrical/Electronic,,Any Graduate,Full Time,,
456,Electrical Engineering,https://www.timesjobs.com/job-detail/electrical-engineer-vehicle-control-systems-engineer-peopleplus-professional-services-pvt-ltd-hyderabad-secunderabad-3-to-6-yrs-jobid-4rZt25RvDRZzpSvf__PLUS__uAgZw==&source=srp,Electrical Engineer-Vehicle Control Systems Engineer,peopleplus professional services pvt ltd,card_travel 3 to 6 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Overview DescriptionAs a Vehicle Control Systems Engineer in the Motorcycle Team, you will be responsible for leading thedesign, integration, and validation of Motorcycle control systems and components from concept toproduction to meet the needs of multiple vehicle platforms and derivatives.ESSENTIAL DUTIES & RESPONSIBILITIES :Focuses on control strategies and integration of electronic controllers and components toMotorcycle-specific platforms for systems such as Vehicle Control Modules, Powertrain Controllers,Brake Controllers, Infotainment, Wireless Control Modules, and other subsystems or componentsResponsible for translating business and digital design requirements into vehicle-level control systemrequirements and documentation that accurately reflect the needs and wants of the business whilealso accounting for the defined system constraints, and that can be distributed across cross-functionaldevelopment teamsSupport the MC Control Systems Team in design and development of models and simulations ofMotorcycle control system architecturesDevelops new system simulation frameworks, expanding tool capabilities and automating toolsetsFocuses on platform-based strategy designs that meet both the immediate needs of the business unitas well as the perceived or real future needs of the companyParticipate or leads design reviews and responsible for ensuring the control system design meetselectrical system requirementsInterfaces, and guides cross-functional teams as needed to assist with component/moduledevelopment, ensuring overall technical execution is meeting program expectationsAs applicable, ensure system design practices incorporate process improvements to align withFunctional Safety goals/standards (May include leading/participating in Hazard Analysis and RiskAssessments (HARA), Design Failure Mode Effects Analysis (DFMEA), and Fault Tree Analysis (FTA),etc.)Support test team to develop, document, & execute system & vehicle-level validationplans/procedures and resolution of issues foundPerforms root-cause analysis and troubleshooting of vehicle controls systems when issues ariseOther duties as requiredSKILLS AND KNOWLEDGE :Fast paced office environment B.S. or higher in Electrical, Software, Controls, Aerospace Engineeringor equivalent and a minimum of 3 years work experience in an engineering or control systems positionExperience with design and/or implementation of controls, especially related to vehiclecontrols/diagnostics/communications required.Experience in Matlab, Simulink, and Stateflow required. Experience in Mathworks Systems ComposerpreferredExperience with complex vehicle architectures of integrated controllersExperience with vehicle communication networks required; Classic CAN with 1939 and/or UDSpreferred, CANFD and Ethernet a bonusHands on experience using electrical/software test and analysis equipment.Experience with 2-wheel vehicles
	        ",Engg. project Mgmt./site Engg./Civil Engg.,Consulting Services,Electrical/Electronic,,Any Graduate,Full Time,,
457,Electrical Engineering,https://www.timesjobs.com/job-detail/construction-manager-amazon-india-pvt-ltd-hyderabad-secunderabad-10-to-12-yrs-jobid-S4SuQc96DOhzpSvf__PLUS__uAgZw==&source=srp,Construction Manager,AMAZON INDIA PVT LTD,card_travel 10 to 12 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Data Center Construction ManagerThe Data Center Construction Manager (CM) of Amazon Data Services India Private Limited (ADSIPL), the local data center entity in India, is responsible for managing some of the most technical, cost efficient, and fast paced construction project schedules achievable. Amazon Construction Managers are constantly challenged to drive continuous improvement and deliver the highest quality, most technically efficient data centers in the world.As a Data Center CM of ADSIPL you will be a part of highly creative, efficient team tasked with tackling the most fascinating and challenging problems in building Amazon data facilities in India. Amazon CM's are always at the forefront of the construction industry in terms of innovation, and maintain a focus to deliver the most innovative products to our customers.Our data centers are industry leading facilities in terms of energy efficiency and cost effectiveness. The Data Center CM of ADSIPL is ultimately responsible for the day to day construction oversight and management of the contractors in India. The CM will also be utilized as a leader in their specific discipline (construction management, building services, architectural, electrical or mechanical engineering) and be responsible as a team member of ADSIPL for delivering construction of some of the most sophisticated electrical and mechanical systems in the world.At Amazon we leverage unique opportunities presented to us by owning everything from the substation, to the server, and back to the cooling towers. We are diverse, upbeat, creative, team-oriented construction professionals working on a daily basis to develop data centers that are changing the face of data facilities.BASIC QUALIFICATIONSBachelors degree or relevant work experience in Construction Management, Architecture, Structural, Civil, Mechanical or Electrical Engineering10-12 years of work experience in design, construction or program management in mission critical facilities.Be able to read and interpret construction related drawings for all disciplines.Possess demonstrable leadership and problem solving skills.Be a motivated, highly dependable individual with limited oversight.Ability to evaluate the constructability of new technologies, and determine construction methods of data center equipment and facilities.Ability to carry new design concepts through exploration, development, and into deployment/mass production.Ability to define data center system-level architecture, specify/document performance and equipment requirements to vendors and contractors, communicate conceptual designs, and create/maintain project documentation before, during and after constructionAbility and willingness to think outside of the box to find creative and innovative solutions prior to and during the construction process to reduce costs and schedules with no impact on quality and reliability.Possess excellent communication skills in English and have an attention to detail, and be able to maintain high quality standardsPREFERRED QUALIFICATIONS Preferred QualificationsExperience directly related to the design or construction of large data center facilities, either colocation or client owned/operated.Previous vendor and contractor/subcontractor negotiation and management skills associated with construction and project execution.Experience with fast track design/build projects and or multiple significant upgrade projects.Experience with large scale technical operations or compute farms.Knowledge of Indian and local building codes and regulations including Fire Codes, Building Codes, Energy Efficiency Codes, Sanitary Codes and Safety Codes.Knowledge and experience with large scale mechanical and power systems.Experience in power and mechanical system reliability and risk assessment studies (SPOF)Experience with mechanical air handling units, power management and power monitoring systemsWork experience with global international companies, both in larger APAC region and within US based organizations.Ability to speak HindiAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Consumer Durables/FMCG, Warehousing",Civil,,Any Graduate,Full Time,,
458,Electrical Engineering,https://www.timesjobs.com/job-detail/construction-manager-amazon-india-pvt-ltd-hyderabad-secunderabad-10-to-12-yrs-jobid-TKSV4Vd97E5zpSvf__PLUS__uAgZw==&source=srp,Construction Manager,AMAZON INDIA PVT LTD,card_travel 10 to 12 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        The Data Center Construction Manager (CM) of Amazon Data Services India Private Limited (ADSIPL), the local data center entity in India, is responsible for managing some of the most technical, cost efficient, and fast paced construction project schedules achievable. Amazon Construction Managers are constantly challenged to drive continuous improvement and deliver the highest quality, most technically efficient data centers in the world.As a Data Center CM of ADSIPL you will be a part of highly creative, efficient team tasked with tackling the most fascinating and challenging problems in building Amazon data facilities in India. Amazon CM's are always at the forefront of the construction industry in terms of innovation, and maintain a focus to deliver the most innovative products to our customers.Our data centers are industry leading facilities in terms of energy efficiency and cost effectiveness. The Data Center CM of ADSIPL is ultimately responsible for the day to day construction oversight and management of the contractors in India. The CM will also be utilized as a leader in their specific discipline (construction management, building services, architectural, electrical or mechanical engineering) and be responsible as a team member of ADSIPL for delivering construction of some of the most sophisticated electrical and mechanical systems in the world.At Amazon we leverage unique opportunities presented to us by owning everything from the substation, to the server, and back to the cooling towers. We are diverse, upbeat, creative, team-oriented construction professionals working on a daily basis to develop data centers that are changing the face of data facilities.BASIC QUALIFICATIONSBachelors degree or relevant work experience in Construction Management, Architecture, Structural, Civil, Mechanical or Electrical Engineering10-12 years of work experience in design, construction or program management in mission critical facilities.Be able to read and interpret construction related drawings for all disciplines.Possess demonstrable leadership and problem solving skills.Be a motivated, highly dependable individual with limited oversight.Ability to evaluate the constructability of new technologies, and determine construction methods of data center equipment and facilities.Ability to carry new design concepts through exploration, development, and into deployment/mass production.Ability to define data center system-level architecture, specify/document performance and equipment requirements to vendors and contractors, communicate conceptual designs, and create/maintain project documentation before, during and after constructionAbility and willingness to think outside of the box to find creative and innovative solutions prior to and during the construction process to reduce costs and schedules with no impact on quality and reliability.Possess excellent communication skills in English and have an attention to detail, and be able to maintain high quality standardsPREFERRED QUALIFICATIONS Preferred QualificationsExperience directly related to the design or construction of large data center facilities, either colocation or client owned/operated.Previous vendor and contractor/subcontractor negotiation and management skills associated with construction and project execution.Experience with fast track design/build projects and or multiple significant upgrade projects.Experience with large scale technical operations or compute farms.Knowledge of Indian and local building codes and regulations including Fire Codes, Building Codes, Energy Efficiency Codes, Sanitary Codes and Safety Codes.Knowledge and experience with large scale mechanical and power systems.Experience in power and mechanical system reliability and risk assessment studies (SPOF)Experience with mechanical air handling units, power management and power monitoring systemsWork experience with global international companies, both in larger APAC region and within US based organizations.Ability to speak Hindi
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Consumer Durables/FMCG, Warehousing",Civil,,Any Graduate,Full Time,,
459,Electrical Engineering,https://www.timesjobs.com/job-detail/construction-manager-amazon-india-pvt-ltd-hyderabad-secunderabad-10-to-12-yrs-jobid-XORKrK38TtZzpSvf__PLUS__uAgZw==&source=srp,Construction Manager,AMAZON INDIA PVT LTD,card_travel 10 to 12 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        DESCRIPTIONData Center Construction ManagerThe Data Center Construction Manager (CM) of Amazon Data Services India Private Limited (ADSIPL), the local data center entity in India, is responsible for managing some of the most technical, cost efficient, and fast paced construction project schedules achievable. Amazon Construction Managers are constantly challenged to drive continuous improvement and deliver the highest quality, most technically efficient data centers in the world.As a Data Center CM of ADSIPL you will be a part of highly creative, efficient team tasked with tackling the most fascinating and challenging problems in building Amazon data facilities in India. Amazon CM's are always at the forefront of the construction industry in terms of innovation, and maintain a focus to deliver the most innovative products to our customers.Our data centers are industry leading facilities in terms of energy efficiency and cost effectiveness. The Data Center CM of ADSIPL is ultimately responsible for the day to day construction oversight and management of the contractors in India. The CM will also be utilized as a leader in their specific discipline (construction management, building services, architectural, electrical or mechanical engineering) and be responsible as a team member of ADSIPL for delivering construction of some of the most sophisticated electrical and mechanical systems in the world.At Amazon we leverage unique opportunities presented to us by owning everything from the substation, to the server, and back to the cooling towers. We are diverse, upbeat, creative, team-oriented construction professionals working on a daily basis to develop data centers that are changing the face of data facilities.BASIC QUALIFICATIONSBachelors degree or relevant work experience in Construction Management, Architecture, Structural, Civil, Mechanical or Electrical Engineering10-12 years of work experience in design, construction or program management in mission critical facilities.Be able to read and interpret construction related drawings for all disciplines.Possess demonstrable leadership and problem solving skills.Be a motivated, highly dependable individual with limited oversight.Ability to evaluate the constructability of new technologies, and determine construction methods of data center equipment and facilities.Ability to carry new design concepts through exploration, development, and into deployment/mass production.Ability to define data center system-level architecture, specify/document performance and equipment requirements to vendors and contractors, communicate conceptual designs, and create/maintain project documentation before, during and after constructionAbility and willingness to think outside of the box to find creative and innovative solutions prior to and during the construction process to reduce costs and schedules with no impact on quality and reliability.Possess excellent communication skills in English and have an attention to detail, and be able to maintain high quality standardsPREFERRED QUALIFICATIONS Preferred QualificationsExperience directly related to the design or construction of large data center facilities, either colocation or client owned/operated.Previous vendor and contractor/subcontractor negotiation and management skills associated with construction and project execution.Experience with fast track design/build projects and or multiple significant upgrade projects.Experience with large scale technical operations or compute farms.Knowledge of Indian and local building codes and regulations including Fire Codes, Building Codes, Energy Efficiency Codes, Sanitary Codes and Safety Codes.Knowledge and experience with large scale mechanical and power systems.Experience in power and mechanical system reliability and risk assessment studies (SPOF)Experience with mechanical air handling units, power management and power monitoring systemsWork experience with global international companies, both in larger APAC region and within US based organizations.Ability to speak HindiAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status.Job detailsIN, TS, HyderabadSupportOperations, IT, and Support EngineeringImportant FAQs for current Government employees Before proceeding, please review the following FAQshttps://www.amazon.jobs/en-gb/faqs#faqs-for-us-government-employees
	        ",Engg. project Mgmt./site Engg./Civil Engg.,"Consumer Durables/FMCG, Warehousing",Civil,,Any Graduate,Full Time,,
